Wall time,Step,Value
1732779553.616139,1000,0.03107902780175209
1732779597.050901,2000,0.005127915181219578
1732779641.7031271,3000,0.002651005517691374
1732779687.255129,4000,0.0018340657697990537
1732779731.84738,5000,0.0014126766473054886
1732779776.974399,6000,0.0011795752216130495
1732779822.349256,7000,0.001005486585199833
1732779867.735614,8000,0.0008850174490362406
1732779912.6284869,9000,0.000769619713537395
1732779957.112415,10000,0.0007097838097251952
1732780002.5924668,11000,0.0006837123655714095
1732780047.164093,12000,0.0006293061305768788
1732780092.504247,13000,0.00058006338076666
1732780137.739841,14000,0.0005407635471783578
1732780183.1110039,15000,0.0005132564110681415
1732780227.895751,16000,0.00047423699288628995
1732780273.750656,17000,0.00048657588195055723
1732780318.823657,18000,0.00042785212281160057
1732780365.110443,19000,0.00043337972601875663
1732780411.417197,20000,0.00040493361302651465
1732780457.2937212,21000,0.000389505090424791
1732780504.064812,22000,0.0003601581556722522
1732780550.622336,23000,0.00034802104346454144
1732780595.850871,24000,0.0003602321958169341
1732780641.762049,25000,0.0003200587525498122
1732780687.45766,26000,0.00033863825956359506
1732780732.850667,27000,0.00032602762803435326
1732780778.121832,28000,0.0003202086081728339
1732780824.863659,29000,0.00032529563759453595
1732780870.1135309,30000,0.00030763907125219703
1732780915.718804,31000,0.0002846171264536679
1732780962.355669,32000,0.0003078061854466796
1732781007.9635751,33000,0.00029811865533702075
1732781054.13944,34000,0.0002927870664279908
1732781099.7899761,35000,0.0002898222010117024
1732781146.091711,36000,0.00026180598069913685
1732781192.49808,37000,0.0002638362639117986
1732781240.318014,38000,0.00025835016276687384
1732781286.262317,39000,0.00025424297200515866
1732781332.8544378,40000,0.0002814452745951712
1732781379.815534,41000,0.0002499833644833416
1732781425.765939,42000,0.00025456311414018273
1732781471.246936,43000,0.00026373472064733505
1732781518.0315661,44000,0.0002482424897607416
1732781566.403591,45000,0.0002311197604285553
1732781611.982631,46000,0.00023566339223179966
1732781658.387245,47000,0.00023662278545089066
1732781704.992769,48000,0.0002592710661701858
1732781751.238153,49000,0.00021523509349208325
1732781797.109285,50000,0.0002306605310877785
1732781842.3869052,51000,0.00022715091472491622
1732781978.884466,52637,0.000221030117245391
1732782024.667136,53637,0.0002202385221607983
1732782071.003454,54637,0.000268652947852388
1732782116.963884,55637,0.00023119895195122808
1732782163.95372,56637,0.0002310182899236679
1732782210.2659142,57637,0.0002075213851640001
1732782255.307559,58637,0.00021602526248898357
1732782301.5993888,59637,0.00019782733579631895
1732782346.693022,60637,0.00018730826559476554
1732782391.898496,61637,0.00020924054842907935
1732782438.123258,62637,0.00020262872567400336
1732782483.87702,63637,0.0001922704541357234
1732782529.843488,64637,0.00020519871031865478
1732782575.438972,65637,0.00019255759252700955
1732782621.2838411,66637,0.0002037414669757709
1732782666.321009,67637,0.00018935243133455515
1732782712.160502,68637,0.00019279455591458827
1732782758.474404,69637,0.0002037597296293825
1732782804.3743439,70637,0.00018763307889457792
1732782850.61226,71637,0.00018583741621114314
1732782896.826595,72637,0.00018608622485771775
1732782942.527874,73637,0.00019899909966625273
1732782987.903688,74637,0.00018160298350267112
1732783034.538288,75637,0.0001765672059264034
1732783080.687832,76637,0.00018323534459341317
1732783126.952947,77637,0.00018759080558083951
1732783173.509664,78637,0.00017766340170055628
1732783220.747519,79637,0.00016378678265027702
1732783269.54724,80637,0.00017840157670434564
1732783317.970746,81637,0.00018430713680572808
1732783365.964889,82637,0.00017239425505977124
1732783415.1027122,83637,0.0001880210911622271
1732783463.3904362,84637,0.0001855885930126533
1732783512.353848,85637,0.00018823143909685314
1732783561.5007749,86637,0.0001726064074318856
1732783611.069561,87637,0.00016719756240490824
1732783660.12264,88637,0.00016343803144991398
1732783707.671608,89637,0.00016535261238459498
1732783755.9965281,90637,0.00017762539209797978
1732783802.164342,91637,0.00015811568300705403
1732783848.222259,92637,0.0001640369009692222
1732783894.307783,93637,0.00017858117644209415
1732783940.3037739,94637,0.00016228413733188063
1732783986.885874,95637,0.00017053776537068188
1732784034.657738,96637,0.00017631915397942066
1732784082.352438,97637,0.00015673668531235307
1732784129.8545961,98637,0.00016490810958202928
1732784177.424842,99637,0.00015716883353888988
1732784225.912313,100637,0.00017376236792188138
1732784274.391551,101637,0.00016004318604245782
1732784321.348683,102637,0.0001754262048052624
1732785326.674752,155911,0.00013727588520850986
1732785373.3844962,156911,0.0001282981102121994
1732785419.7141418,157911,0.00012105461064493284
1732785466.015459,158911,0.0001318040885962546
1732785512.7894762,159911,0.00012364008580334485
1732785559.7128162,160911,0.00012194228474982083
1732785607.3470771,161911,0.00012449857604224235
1732785654.5076742,162911,0.0001240216806763783
1732785701.873955,163911,0.00011922954581677914
1732785749.879827,164911,0.00011698044545482844
1732785797.409617,165911,0.000128218496683985
1732785843.716059,166911,0.00012027639604639262
1732785890.3485482,167911,0.0001193289426737465
1732785936.455637,168911,0.0001234442024724558
1732785982.7943099,169911,0.00011962796997977421
1732786030.738445,170911,0.00012103780318284407
1732786079.0645142,171911,0.00012851030624005944
1732786125.7853281,172911,0.00012129241076763719
1732786172.961151,173911,0.00012618504115380347
1732786220.325448,174911,0.00012413575313985348
1732786267.043663,175911,0.00011905019346158952
1732786314.8353589,176911,0.00011814414756372571
1732786361.048981,177911,0.00011619275028351694
1732786408.009451,178911,0.00011858656944241375
1732786454.69261,179911,0.00011734752479242161
1732786501.8394501,180911,0.0001204060172312893
1732786548.780752,181911,0.00011655728303594515
1732786595.755201,182911,0.00011502594134071842
1732786642.407451,183911,0.00011907279986189678
1732786689.1399539,184911,0.00012278715439606458
1732786735.517251,185911,0.00011820664076367393
1732786781.930024,186911,0.00011352112051099539
1732786828.159868,187911,0.0001224184816237539
1732786874.495028,188911,0.0001245516905328259
1732786924.603418,189911,0.00012320972746238112
1732786971.171417,190911,0.00011555091623449698
1732787017.740049,191911,0.00011210033699171618
1732787064.51204,192911,0.00011669329251162708
1732787111.871327,193911,0.00011405870463931933
